suicides_no,country,sex,year,age
235,Argentina,male,1993,15-24 years
126,Argentina,female,1993,55-74 years
144,Argentina,female,1993,35-54 years
76,Argentina,female,1993,25-34 years
73,Argentina,female,1993,15-24 years
25,Argentina,male,1993,5-14 years
16,Argentina,female,1993,5-14 years
192,Argentina,male,1994,75+ years
509,Argentina,male,1994,55-74 years
527,Argentina,male,1994,35-54 years
226,Argentina,male,1994,25-34 years
250,Argentina,male,1994,15-24 years
135,Argentina,female,1994,55-74 years
34,Argentina,female,1994,75+ years
160,Argentina,female,1994,35-54 years
98,Argentina,female,1994,15-24 years
72,Argentina,female,1994,25-34 years
27,Argentina,male,1994,5-14 years
11,Argentina,female,1994,5-14 years
190,Argentina,male,1995,75+ years
515,Argentina,male,1995,55-74 years
485,Argentina,male,1995,35-54 years
218,Argentina,male,1995,25-34 years
277,Argentina,male,1995,15-24 years
49,Argentina,female,1995,75+ years
134,Argentina,female,1995,55-74 years
139,Argentina,female,1995,35-54 years
101,Argentina,female,1995,15-24 years
62,Argentina,female,1995,25-34 years
19,Argentina,female,1995,5-14 years
15,Argentina,male,1995,5-14 years
189,Argentina,male,1996,75+ years
464,Argentina,male,1996,55-74 years
524,Argentina,male,1996,35-54 years
226,Argentina,male,1996,25-34 years
280,Argentina,male,1996,15-24 years
59,Argentina,female,1996,75+ years
131,Argentina,female,1996,55-74 years
176,Argentina,female,1996,35-54 years
105,Argentina,female,1996,15-24 years
52,Argentina,female,1996,25-34 years
14,Argentina,male,1996,5-14 years
9,Argentina,female,1996,5-14 years
195,Argentina,male,1997,75+ years
457,Argentina,male,1997,55-74 years
501,Argentina,male,1997,35-54 years
213,Argentina,male,1997,25-34 years
260,Argentina,male,1997,15-24 years
47,Argentina,female,1997,75+ years
131,Argentina,female,1997,55-74 years
165,Argentina,female,1997,35-54 years
113,Argentina,female,1997,15-24 years
72,Argentina,female,1997,25-34 years
19,Argentina,male,1997,5-14 years
11,Argentina,female,1997,5-14 years
201,Argentina,male,1998,75+ years
518,Argentina,male,1998,55-74 years
508,Argentina,male,1998,35-54 years
327,Argentina,male,1998,15-24 years
251,Argentina,male,1998,25-34 years
53,Argentina,female,1998,75+ years
140,Argentina,female,1998,55-74 years
114,Argentina,female,1998,15-24 years
147,Argentina,female,1998,35-54 years
52,Argentina,female,1998,25-34 years
20,Argentina,female,1998,5-14 years
16,Argentina,male,1998,5-14 years
204,Argentina,male,1999,75+ years
540,Argentina,male,1999,55-74 years
545,Argentina,male,1999,35-54 years
355,Argentina,male,1999,15-24 years
265,Argentina,male,1999,25-34 years
137,Argentina,female,1999,55-74 years
44,Argentina,female,1999,75+ years
141,Argentina,female,1999,35-54 years
101,Argentina,female,1999,15-24 years
50,Argentina,female,1999,25-34 years
21,Argentina,male,1999,5-14 years
20,Argentina,female,1999,5-14 years
232,Argentina,male,2000,75+ years
602,Argentina,male,2000,55-74 years
578,Argentina,male,2000,35-54 years
463,Argentina,male,2000,15-24 years
331,Argentina,male,2000,25-34 years
133,Argentina,female,2000,55-74 years
43,Argentina,female,2000,75+ years
174,Argentina,female,2000,35-54 years
116,Argentina,female,2000,15-24 years
63,Argentina,female,2000,25-34 years
21,Argentina,female,2000,5-14 years
18,Argentina,male,2000,5-14 years
250,Argentina,male,2001,75+ years
659,Argentina,male,2001,55-74 years
518,Argentina,male,2001,15-24 years
625,Argentina,male,2001,35-54 years
375,Argentina,male,2001,25-34 years
57,Argentina,female,2001,75+ years
166,Argentina,female,2001,15-24 years
137,Argentina,female,2001,55-74 years
210,Argentina,female,2001,35-54 years
82,Argentina,female,2001,25-34 years
29,Argentina,male,2001,5-14 years
24,Argentina,female,2001,5-14 years
234,Argentina,male,2002,75+ years
615,Argentina,male,2002,55-74 years
542,Argentina,male,2002,15-24 years
412,Argentina,male,2002,25-34 years
619,Argentina,male,2002,35-54 years
179,Argentina,female,2002,55-74 years
58,Argentina,female,2002,75+ years
158,Argentina,female,2002,15-24 years
194,Argentina,female,2002,35-54 years
91,Argentina,female,2002,25-34 years
37,Argentina,male,2002,5-14 years
23,Argentina,female,2002,5-14 years
272,Argentina,male,2003,75+ years
577,Argentina,male,2003,55-74 years
638,Argentina,male,2003,15-24 years
456,Argentina,male,2003,25-34 years
625,Argentina,male,2003,35-54 years
68,Argentina,female,2003,75+ years
179,Argentina,female,2003,15-24 years
147,Argentina,female,2003,55-74 years
196,Argentina,female,2003,35-54 years
69,Argentina,female,2003,25-34 years
37,Argentina,male,2003,5-14 years
25,Argentina,female,2003,5-14 years
227,Argentina,male,2004,75+ years
500,Argentina,male,2004,55-74 years
653,Argentina,male,2004,15-24 years
445,Argentina,male,2004,25-34 years
599,Argentina,male,2004,35-54 years
159,Argentina,female,2004,15-24 years
136,Argentina,female,2004,55-74 years
50,Argentina,female,2004,75+ years
185,Argentina,female,2004,35-54 years
99,Argentina,female,2004,25-34 years
43,Argentina,male,2004,5-14 years
25,Argentina,female,2004,5-14 years
225,Argentina,male,2005,75+ years
489,Argentina,male,2005,55-74 years
638,Argentina,male,2005,15-24 years
451,Argentina,male,2005,25-34 years
539,Argentina,male,2005,35-54 years
161,Argentina,female,2005,55-74 years
59,Argentina,female,2005,75+ years
148,Argentina,female,2005,15-24 years
171,Argentina,female,2005,35-54 years
104,Argentina,female,2005,25-34 years
52,Argentina,male,2005,5-14 years
21,Argentina,female,2005,5-14 years
246,Argentina,male,2006,75+ years
656,Argentina,male,2006,15-24 years
487,Argentina,male,2006,55-74 years
483,Argentina,male,2006,25-34 years
585,Argentina,male,2006,35-54 years
175,Argentina,female,2006,15-24 years
115,Argentina,female,2006,55-74 years
160,Argentina,female,2006,35-54 years
105,Argentina,female,2006,25-34 years
31,Argentina,female,2006,75+ years
39,Argentina,male,2006,5-14 years
26,Argentina,female,2006,5-14 years
225,Argentina,male,2007,75+ years
577,Argentina,male,2007,15-24 years
438,Argentina,male,2007,55-74 years
490,Argentina,male,2007,25-34 years
571,Argentina,male,2007,35-54 years
146,Argentina,female,2007,15-24 years
126,Argentina,female,2007,25-34 years
108,Argentina,female,2007,55-74 years
155,Argentina,female,2007,35-54 years
31,Argentina,female,2007,75+ years
45,Argentina,male,2007,5-14 years
34,Argentina,female,2007,5-14 years
208,Argentina,male,2008,75+ years
625,Argentina,male,2008,15-24 years
463,Argentina,male,2008,55-74 years
531,Argentina,male,2008,25-34 years
582,Argentina,male,2008,35-54 years
180,Argentina,female,2008,15-24 years
173,Argentina,female,2008,35-54 years
108,Argentina,female,2008,55-74 years
36,Argentina,female,2008,75+ years
94,Argentina,female,2008,25-34 years
39,Argentina,male,2008,5-14 years
20,Argentina,female,2008,5-14 years
177,Argentina,male,2009,75+ years
609,Argentina,male,2009,15-24 years
434,Argentina,male,2009,55-74 years
504,Argentina,male,2009,25-34 years
542,Argentina,male,2009,35-54 years
164,Argentina,female,2009,15-24 years
112,Argentina,female,2009,55-74 years
105,Argentina,female,2009,25-34 years
150,Argentina,female,2009,35-54 years
25,Argentina,female,2009,75+ years
34,Argentina,male,2009,5-14 years
28,Argentina,female,2009,5-14 years
206,Argentina,male,2010,75+ years
683,Argentina,male,2010,15-24 years
485,Argentina,male,2010,25-34 years
397,Argentina,male,2010,55-74 years
573,Argentina,male,2010,35-54 years
150,Argentina,female,2010,15-24 years
162,Argentina,female,2010,35-54 years
101,Argentina,female,2010,25-34 years
99,Argentina,female,2010,55-74 years
34,Argentina,female,2010,75+ years
33,Argentina,male,2010,5-14 years
20,Argentina,female,2010,5-14 years
178,Argentina,male,2011,75+ years
693,Argentina,male,2011,15-24 years
510,Argentina,male,2011,25-34 years
416,Argentina,male,2011,55-74 years
504,Argentina,male,2011,35-54 years
172,Argentina,female,2011,15-24 years
157,Argentina,female,2011,35-54 years
102,Argentina,female,2011,25-34 years
93,Argentina,female,2011,55-74 years
30,Argentina,female,2011,75+ years
29,Argentina,female,2011,5-14 years
28,Argentina,male,2011,5-14 years
225,Argentina,male,2012,75+ years
745,Argentina,male,2012,15-24 years
616,Argentina,male,2012,25-34 years
451,Argentina,male,2012,55-74 years
554,Argentina,male,2012,35-54 years
204,Argentina,female,2012,15-24 years
164,Argentina,female,2012,35-54 years
108,Argentina,female,2012,55-74 years
102,Argentina,female,2012,25-34 years
33,Argentina,female,2012,75+ years
29,Argentina,male,2012,5-14 years
17,Argentina,female,2012,5-14 years
168,Argentina,male,2013,75+ years
696,Argentina,male,2013,15-24 years
499,Argentina,male,2013,25-34 years
398,Argentina,male,2013,55-74 years
604,Argentina,male,2013,35-54 years
167,Argentina,female,2013,15-24 years
102,Argentina,female,2013,25-34 years
157,Argentina,female,2013,35-54 years
102,Argentina,female,2013,55-74 years
29,Argentina,female,2013,75+ years
32,Argentina,female,2013,5-14 years
33,Argentina,male,2013,5-14 years
192,Argentina,male,2014,75+ years
738,Argentina,male,2014,15-24 years
531,Argentina,male,2014,25-34 years
405,Argentina,male,2014,55-74 years
644,Argentina,male,2014,35-54 years
204,Argentina,female,2014,15-24 years
196,Argentina,female,2014,35-54 years
118,Argentina,female,2014,25-34 years
109,Argentina,female,2014,55-74 years
25,Argentina,female,2014,75+ years
35,Argentina,female,2014,5-14 years
34,Argentina,male,2014,5-14 years
245,Argentina,male,2015,75+ years
656,Argentina,male,2015,15-24 years
431,Argentina,male,2015,55-74 years
465,Argentina,male,2015,25-34 years
633,Argentina,male,2015,35-54 years
153,Argentina,female,2015,15-24 years
125,Argentina,female,2015,55-74 years
114,Argentina,female,2015,25-34 years
166,Argentina,female,2015,35-54 years
27,Argentina,female,2015,75+ years
39,Argentina,male,2015,5-14 years
19,Argentina,female,2015,5-14 years
25,Armenia,male,1990,35-54 years
2,Armenia,male,1990,75+ years
11,Armenia,male,1990,55-74 years
16,Armenia,male,1990,25-34 years
15,Armenia,female,1990,35-54 years
10,Armenia,male,1990,15-24 years
6,Armenia,female,1990,55-74 years
1,Armenia,female,1990,75+ years
4,Armenia,female,1990,25-34 years
3,Armenia,female,1990,15-24 years
0,Armenia,female,1990,5-14 years
0,Armenia,male,1990,5-14 years
5,Armenia,male,1991,75+ years
20,Armenia,male,1991,25-34 years
11,Armenia,female,1991,55-74 years
9,Armenia,male,1991,55-74 years
14,Armenia,male,1991,35-54 years
2,Armenia,female,1991,75+ years
9,Armenia,female,1991,35-54 years
6,Armenia,male,1991,15-24 years
4,Armenia,female,1991,25-34 years
0,Armenia,female,1991,15-24 years
0,Armenia,female,1991,5-14 years
0,Armenia,male,1991,5-14 years
3,Armenia,male,1992,75+ years
15,Armenia,male,1992,55-74 years
22,Armenia,male,1992,35-54 years
15,Armenia,male,1992,25-34 years
10,Armenia,female,1992,55-74 years
2,Armenia,female,1992,75+ years
9,Armenia,male,1992,15-24 years
6,Armenia,female,1992,35-54 years
1,Armenia,female,1992,15-24 years
0,Armenia,female,1992,25-34 years
0,Armenia,female,1992,5-14 years
0,Armenia,male,1992,5-14 years
6,Armenia,female,1993,75+ years
20,Armenia,male,1993,55-74 years
2,Armenia,male,1993,75+ years
25,Armenia,male,1993,35-54 years
17,Armenia,male,1993,25-34 years
14,Armenia,female,1993,55-74 years
7,Armenia,male,1993,15-24 years
6,Armenia,female,1993,25-34 years
6,Armenia,female,1993,35-54 years
3,Armenia,female,1993,15-24 years
0,Armenia,female,1993,5-14 years
0,Armenia,male,1993,5-14 years
7,Armenia,male,1994,75+ years
5,Armenia,female,1994,75+ years
20,Armenia,male,1994,55-74 years
31,Armenia,male,1994,35-54 years
18,Armenia,female,1994,55-74 years
10,Armenia,male,1994,25-34 years
6,Armenia,male,1994,15-24 years
7,Armenia,female,1994,35-54 years
4,Armenia,female,1994,15-24 years
2,Armenia,male,1994,5-14 years
1,Armenia,female,1994,25-34 years
1,Armenia,female,1994,5-14 years
29,Armenia,male,1995,55-74 years
32,Armenia,male,1995,35-54 years
21,Armenia,male,1995,25-34 years
2,Armenia,male,1995,75+ years
2,Armenia,female,1995,75+ years
11,Armenia,female,1995,55-74 years
11,Armenia,female,1995,25-34 years
10,Armenia,male,1995,15-24 years
8,Armenia,female,1995,35-54 years
3,Armenia,female,1995,15-24 years
1,Armenia,male,1995,5-14 years
0,Armenia,female,1995,5-14 years
3,Armenia,male,1996,75+ years
18,Armenia,male,1996,55-74 years
24,Armenia,male,1996,35-54 years
13,Armenia,male,1996,25-34 years
12,Armenia,female,1996,55-74 years
7,Armenia,female,1996,35-54 years
4,Armenia,male,1996,15-24 years
3,Armenia,female,1996,25-34 years
1,Armenia,female,1996,15-24 years
1,Armenia,female,1996,5-14 years
1,Armenia,male,1996,5-14 years
0,Armenia,female,1996,75+ years
21,Armenia,male,1997,55-74 years
26,Armenia,male,1997,35-54 years
3,Armenia,female,1997,75+ years
1,Armenia,male,1997,75+ years
9,Armenia,male,1997,25-34 years
8,Armenia,female,1997,55-74 years
4,Armenia,male,1997,15-24 years
3,Armenia,female,1997,35-54 years
1,Armenia,female,1997,25-34 years
1,Armenia,male,1997,5-14 years
0,Armenia,female,1997,15-24 years
0,Armenia,female,1997,5-14 years
2,Armenia,male,1998,75+ years
16,Armenia,male,1998,55-74 years
20,Armenia,male,1998,35-54 years
6,Armenia,male,1998,25-34 years
6,Armenia,female,1998,55-74 years
1,Armenia,female,1998,75+ years
9,Armenia,female,1998,35-54 years
4,Armenia,male,1998,15-24 years
1,Armenia,female,1998,25-34 years
1,Armenia,female,1998,5-14 years
0,Armenia,female,1998,15-24 years
0,Armenia,male,1998,5-14 years
15,Armenia,male,1999,55-74 years
3,Armenia,female,1999,75+ years
22,Armenia,male,1999,35-54 years
9,Armenia,female,1999,55-74 years
6,Armenia,male,1999,25-34 years
6,Armenia,male,1999,15-24 years
4,Armenia,female,1999,35-54 years
2,Armenia,female,1999,25-34 years
0,Armenia,female,1999,15-24 years
0,Armenia,female,1999,5-14 years
0,Armenia,male,1999,5-14 years
0,Armenia,male,1999,75+ years
4,Armenia,male,2000,75+ years
5,Armenia,female,2000,75+ years
14,Armenia,male,2000,55-74 years
18,Armenia,male,2000,35-54 years
5,Armenia,male,2000,25-34 years
6,Armenia,male,2000,15-24 years
4,Armenia,female,2000,25-34 years
4,Armenia,female,2000,55-74 years
1,Armenia,female,2000,35-54 years
0,Armenia,female,2000,15-24 years
0,Armenia,female,2000,5-14 years
0,Armenia,male,2000,5-14 years
17,Armenia,male,2001,55-74 years
3,Armenia,male,2001,75+ years
4,Armenia,female,2001,75+ years
19,Armenia,male,2001,35-54 years
4,Armenia,female,2001,55-74 years
4,Armenia,male,2001,15-24 years
3,Armenia,male,2001,5-14 years
2,Armenia,male,2001,25-34 years
3,Armenia,female,2001,35-54 years
1,Armenia,female,2001,25-34 years
0,Armenia,female,2001,15-24 years
0,Armenia,female,2001,5-14 years
3,Armenia,male,2002,75+ years
19,Armenia,male,2002,55-74 years
12,Armenia,male,2002,25-34 years
22,Armenia,male,2002,35-54 years
1,Armenia,female,2002,75+ years
5,Armenia,male,2002,15-24 years
6,Armenia,female,2002,35-54 years
3,Armenia,female,2002,55-74 years
1,Armenia,female,2002,25-34 years
1,Armenia,male,2002,5-14 years
1,Armenia,female,2002,15-24 years
0,Armenia,female,2002,5-14 years
3,Armenia,male,2003,75+ years
14,Armenia,male,2003,55-74 years
21,Armenia,male,2003,35-54 years
3,Armenia,female,2003,75+ years
10,Armenia,male,2003,25-34 years
3,Armenia,female,2003,55-74 years
3,Armenia,female,2003,35-54 years
1,Armenia,male,2003,5-14 years
1,Armenia,male,2003,15-24 years
0,Armenia,female,2003,15-24 years
0,Armenia,female,2003,25-34 years
0,Armenia,female,2003,5-14 years
6,Armenia,male,2006,75+ years
21,Armenia,male,2006,55-74 years
17,Armenia,male,2006,35-54 years
10,Armenia,male,2006,15-24 years
8,Armenia,female,2006,55-74 years
6,Armenia,male,2006,25-34 years
2,Armenia,female,2006,75+ years
5,Armenia,female,2006,35-54 years
2,Armenia,female,2006,25-34 years
1,Armenia,male,2006,5-14 years
0,Armenia,female,2006,15-24 years
0,Armenia,female,2006,5-14 years
7,Armenia,male,2007,75+ years
13,Armenia,male,2007,55-74 years
19,Armenia,male,2007,35-54 years
8,Armenia,female,2007,55-74 years
7,Armenia,male,2007,15-24 years
4,Armenia,male,2007,25-34 years
8,Armenia,female,2007,35-54 years
1,Armenia,female,2007,75+ years
3,Armenia,female,2007,15-24 years
1,Armenia,male,2007,5-14 years
0,Armenia,female,2007,25-34 years
0,Armenia,female,2007,5-14 years
7,Armenia,male,2008,75+ years
18,Armenia,male,2008,55-74 years
11,Armenia,male,2008,35-54 years
10,Armenia,female,2008,35-54 years
5,Armenia,female,2008,55-74 years
4,Armenia,male,2008,25-34 years
3,Armenia,male,2008,15-24 years
2,Armenia,female,2008,25-34 years
1,Armenia,female,2008,5-14 years
1,Armenia,male,2008,5-14 years
1,Armenia,female,2008,15-24 years
0,Armenia,female,2008,75+ years
8,Armenia,male,2009,75+ years
11,Armenia,male,2009,55-74 years
17,Armenia,male,2009,35-54 years
5,Armenia,male,2009,15-24 years
1,Armenia,female,2009,75+ years
3,Armenia,female,2009,55-74 years
2,Armenia,male,2009,25-34 years
2,Armenia,female,2009,25-34 years
3,Armenia,female,2009,35-54 years
1,Armenia,female,2009,15-24 years
0,Armenia,female,2009,5-14 years
0,Armenia,male,2009,5-14 years
6,Armenia,male,2010,75+ years
13,Armenia,male,2010,55-74 years
10,Armenia,male,2010,25-34 years
15,Armenia,male,2010,35-54 years
8,Armenia,male,2010,15-24 years
7,Armenia,female,2010,55-74 years
2,Armenia,female,2010,75+ years
2,Armenia,female,2010,5-14 years
5,Armenia,female,2010,35-54 years
2,Armenia,male,2010,5-14 years
2,Armenia,female,2010,15-24 years
1,Armenia,female,2010,25-34 years
6,Armenia,female,2011,75+ years
23,Armenia,male,2011,35-54 years
11,Armenia,male,2011,55-74 years
8,Armenia,male,2011,25-34 years
2,Armenia,male,2011,75+ years
7,Armenia,male,2011,15-24 years
4,Armenia,female,2011,15-24 years
3,Armenia,female,2011,55-74 years
3,Armenia,female,2011,35-54 years
0,Armenia,female,2011,25-34 years
0,Armenia,female,2011,5-14 years
0,Armenia,male,2011,5-14 years
5,Armenia,male,2012,75+ years
26,Armenia,male,2012,35-54 years
11,Armenia,male,2012,55-74 years
11,Armenia,male,2012,25-34 years
3,Armenia,female,2012,75+ years
5,Armenia,male,2012,15-24 years
7,Armenia,female,2012,35-54 years
4,Armenia,female,2012,25-34 years
4,Armenia,female,2012,55-74 years
2,Armenia,female,2012,15-24 years
1,Armenia,male,2012,5-14 years
0,Armenia,female,2012,5-14 years
7,Armenia,male,2013,75+ years
6,Armenia,female,2013,75+ years
11,Armenia,male,2013,55-74 years
11,Armenia,female,2013,55-74 years
9,Armenia,male,2013,25-34 years
13,Armenia,male,2013,35-54 years
